0	0	0	0	4.15823381635519e-06	2.82842712474619e-05
2.07911690817759e-06	2.07911690817759e-06	2.07911690817759e-06	6.23735072453278e-06	8.13473286151600e-06	3.35468227178170e-05
4.06736643075800e-06	4.06736643075800e-06	4.06736643075800e-06	1.22020992922740e-05	1.17557050458495e-05	3.73432170598881e-05
5.87785252292473e-06	5.87785252292473e-06	5.87785252292473e-06	1.76335575687742e-05	1.48628965095479e-05	3.95075336238055e-05
7.43144825477394e-06	7.43144825477394e-06	7.43144825477394e-06	2.22943447643218e-05	1.73205080756888e-05	3.99451813901830e-05
8.66025403784439e-06	8.66025403784439e-06	8.66025403784439e-06	2.59807621135332e-05	1.90211303259031e-05	3.86370330515627e-05
9.51056516295154e-06	9.51056516295154e-06	9.51056516295154e-06	2.85316954888546e-05	1.98904379073655e-05	3.56402609675347e-05
9.94521895368273e-06	9.94521895368273e-06	9.94521895368273e-06	2.98356568610482e-05	1.98904379073655e-05	3.10858384582788e-05
9.94521895368274e-06	9.94521895368274e-06	9.94521895368274e-06	2.98356568610482e-05	1.90211303259031e-05	2.51728156419935e-05
9.51056516295154e-06	9.51056516295154e-06	9.51056516295154e-06	2.85316954888546e-05	1.73205080756888e-05	1.81596199895819e-05
8.66025403784439e-06	8.66025403784439e-06	8.66025403784439e-06	2.59807621135332e-05	1.48628965095479e-05	1.03527618041008e-05
7.43144825477395e-06	7.43144825477395e-06	7.43144825477395e-06	2.22943447643218e-05	1.17557050458495e-05	2.09343824971777e-06
5.87785252292473e-06	5.87785252292473e-06	5.87785252292473e-06	1.76335575687742e-05	8.13473286151601e-06	-6.25737860160923e-06
4.06736643075800e-06	4.06736643075800e-06	4.06736643075800e-06	1.22020992922740e-05	4.15823381635520e-06	-1.43347179818120e-05
2.07911690817760e-06	2.07911690817760e-06	2.07911690817760e-06	6.23735072453279e-06	1.13310777952960e-20	-2.17855614006011e-05
1.22464679914735e-21	1.22464679914735e-21	1.22464679914735e-21	3.67394039744206e-21	-4.15823381635518e-06	-2.82842712474619e-05
-2.07911690817759e-06	-2.07911690817759e-06	-2.07911690817759e-06	-6.23735072453277e-06	-8.13473286151600e-06	-3.35468227178170e-05
-4.06736643075800e-06	-4.06736643075800e-06	-4.06736643075800e-06	-1.22020992922740e-05	-1.17557050458495e-05	-3.73432170598881e-05
-5.87785252292473e-06	-5.87785252292473e-06	-5.87785252292473e-06	-1.76335575687742e-05	-1.48628965095479e-05	-3.95075336238055e-05
-7.43144825477394e-06	-7.43144825477394e-06	-7.43144825477394e-06	-2.22943447643218e-05	-1.73205080756888e-05	-3.99451813901830e-05
-8.66025403784439e-06	-8.66025403784439e-06	-8.66025403784439e-06	-2.59807621135332e-05	-1.90211303259031e-05	-3.86370330515627e-05
-9.51056516295154e-06	-9.51056516295154e-06	-9.51056516295154e-06	-2.85316954888546e-05	-1.98904379073655e-05	-3.56402609675347e-05
-9.94521895368273e-06	-9.94521895368273e-06	-9.94521895368273e-06	-2.98356568610482e-05	-1.98904379073655e-05	-3.10858384582789e-05
-9.94521895368274e-06	-9.94521895368274e-06	-9.94521895368274e-06	-2.98356568610482e-05	-1.90211303259031e-05	-2.51728156419935e-05
-9.51056516295154e-06	-9.51056516295154e-06	-9.51056516295154e-06	-2.85316954888546e-05	-1.73205080756888e-05	-1.81596199895819e-05
-8.66025403784439e-06	-8.66025403784439e-06	-8.66025403784439e-06	-2.59807621135332e-05	-1.48628965095479e-05	-1.03527618041009e-05
-7.43144825477395e-06	-7.43144825477395e-06	-7.43144825477395e-06	-2.22943447643218e-05	-1.17557050458495e-05	-2.09343824971777e-06
-5.87785252292473e-06	-5.87785252292473e-06	-5.87785252292473e-06	-1.76335575687742e-05	-8.13473286151600e-06	6.25737860160923e-06
